Unitats;UTM (X);Explotador/s;Denominació comercial;Superfície;Signatura;Inici d'activitat;Localitat;Municipi;Subgrup;Excepcions ratio turístic;Memoria descriptiva;Categoria;Hotel de ciutat;Places;Grup;Estat;UTM(Y);Direcció;longitude;latitude
10;523482.760445;CRIMON SA (A07069958);CALA MURADA MINIGOLF;;AT/2130;07/10/1998;Cala Murada;MANACOR;Allotjaments;;;3 claus;;20;Apartaments turístics;Alta;4367425.31951;VIA D´ ANDORRA, 471. 07688 Cala Murada, MANACOR, Mallorca;3.2729500793542217;39.45607564535951
98;449420.481051;BINIORELLA HOLDINGS SL (B07308711);LA RESERVA DE BINIORELLA;;AT/2132;29/12/1997;Camp De Mar;ANDRATX;Allotjaments;;;3 claus;;414;Apartaments turístics;Alta;4377289.21535;MIMOSA S/N, S/N. 07160 Camp De Mar, ANDRATX, Mallorca;2.411354980039826;39.54378481036584
15;519854.606515;HOTELERA LLAHO SL (B07063134);ARENAS D´OR;;AT/2136;17/03/1998;Cala D´Or;SANTANYÍ;Allotjaments;;;3 claus;;38;Apartaments turístics;Alta;4358612.37135;Avinguda CALA GRAN, SN. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.230517174377448;39.37675668488171
10;539630.133683;PEDRO MOLL SERVERA;AGULLA PARK;;AT/2138;15/04/1998;Cala Rajada;CAPDEPERA;Allotjaments;;;3 claus;;30;Apartaments turístics;Alta;4396650.84512;CAN PATILLA, 11. 07590 Cala Rajada, CAPDEPERA, Mallorca;3.4623802446303076;39.718810188984904
57;520348.115624;COMPLEJO PLAYA FERRERA SA (A07107329);PLAYA FERRERA;;AT/2139;25/02/1998;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;209;Apartaments turístics;Alta;4359000.8961;CALA FERRERA,SOL.72, S/N. 07200 Cala Ferrera, FELANITX, Mallorca;3.2362587000533134;39.38024607081473
197;454955.893809;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);VERDEMAR;;AT/2141;30/06/1998;Santa Ponça;CALVIÀ;Allotjaments;;;3 claus;;437;Apartaments turístics;Alta;4374558.66743;RAMON DE MONCADA, 14. 07180 Santa Ponça, CALVIÀ, Mallorca;2.4759584909489685;39.51949054230365
36;;PROYECTOS URBANISTICOS DUVA SL (B07814049);DUVABITAT;;AT/2143;07/08/1998;Port De Pollença;POLLENÇA;Allotjaments;;;3 claus;;108;Apartaments turístics;Alta;;Carrer CAP ROIG, 7. 07470 Port De Pollença, POLLENÇA, Mallorca;;
32;536639.913567;CA´N CRUIA SA (A07232705);CANYAMEL PARK;;AT/2145;01/12/1998;Canyamel;CAPDEPERA;Allotjaments;;;3 claus;;64;Apartaments turístics;Alta;4394218.80233;Via DES ARQUERS, S/N. 07590 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
15;522661.087146;Tentol Hotel Management, S.L. (B67982298);BELLA MARIA;;AT/2149;23/03/2000;Portocolom;FELANITX;Allotjaments;;;2 claus;;32;Apartaments turístics;Alta;4362750.44893;Carrer ALCALA GALIANO, 22. 07670 Portocolom, FELANITX, Mallorca;3.2632409395334765;39.413974339341756
14;525873.538574;AGUAMARINA NATURE, SLU (B57661142);SOL ROMANTICA II;;AT/2151;05/07/2000;Portocristo;MANACOR;Allotjaments;;;3 claus;;57;Apartaments turístics;Alta;4374248.80108;VIOLETAS, 326. 07680 Portocristo, MANACOR, Mallorca;3.301003722028501;39.51748993558433
6;476828.661769;VILLA NADINE SL (B57015562);VILLA NADINE;;AT/2152;11/08/2000;Platja De Palma;PALMA;Allotjaments;;;1 clau;;15;Apartaments turístics;Alta;4375614.15769;Carrer GRULLA, 4. 07600 Platja De Palma, PALMA, Mallorca;2.7303848210223434;39.52986954856464
10;457729.07917;Black Rocket Invest, S.L. (B02859049);SCOTT´S GALILEA;;AT/2154;26/01/2001;Galilea;PUIGPUNYENT;Allotjaments;;;3 claus;;25;Apartaments turístics;Alta;4384961.174385;Carrer SA COSTA DE´N MADONS, 3. 07195 Galilea, PUIGPUNYENT, Mallorca;2.507557931785951;39.613359591752186
8;498934.623498;CASSAIHOTELS2024, SL (B16478752);VILLA PICCOLA;;AT/2156;09/04/2002;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;4 claus;;24;Apartaments turístics;Alta;4352806.67619;Avinguda PRIMAVERA, 2. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9876398734804153;39.32467031757623
52;453454.266365;PALMIRA CORALIAN S.L. (B16637902);MAR HOTELS PAGUERA APARTAMENTS;;AT/2157;09/05/2002;Peguera;CALVIÀ;Allotjaments;;;3 claus;;156;Apartaments turístics;Alta;4376581.78074;Carrer GAVINES, 25. Peguera, CALVIÀ, Mallorca;2.458347715418813;39.53763900287324
37;479043.137733;CONFORT HOTELES SA (A07060502);DON JUAN;;AT/2159;27/05/2002;Platja De Palma;PALMA;Allotjaments;;;1 clau;;129;Apartaments turístics;Alta;4373115.84705;CANONGE MATEU ROTGER, 34. 07600 PALMA, Mallorca;2.7562303110224193;39.50741550054212
19;452631.727024;GRUPOTEL DOS SA (A07919087);NILO BLANCO;;AT/2160;27/05/2002;Peguera;CALVIÀ;Allotjaments;;;4 claus;;50;Apartaments turístics;Alta;4376755.54887;DRAGONERA, 10. 07160 Peguera, CALVIÀ, Mallorca;2.448763859934737;39.539159675681596
176;460196.57242;DIG Hotels & Apartments, S.L. (B99107484);VISTA SOL;;AT/2162;01/08/2002;Magaluf;CALVIÀ;Allotjaments;;;3 claus;;370;Apartaments turístics;Alta;4373596.59834;Carrer ALTA, 5. 07181 Magaluf, CALVIÀ, Mallorca;2.5369839175347355;39.511080892183166
30;513933.16224;PICOTEL, SL (B07277528);MAR Y PAZ;;AT/2163;09/12/2002;Can Picafort;SANTA MARGALIDA;Allotjaments;;;1 clau;;114;Apartaments turístics;Alta;4401564.40083;ISABEL GARAU, 2. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1626698860253453;39.763889066631926
9;505979.1535205;XIRIBAUBIUBAU, SL (B16588550);COMPANY;;AT/2165;09/12/2002;Port De Pollença;POLLENÇA;Allotjaments;;;2 claus;;42;Apartaments turístics;Alta;4416408.32075;GOMMAR, SOLARS 84 I 85, S/N. 07470 Port De Pollença, POLLENÇA, Mallorca;3.0699423245433604;39.89772667110717
12;533127.585571;ARCADIA CALA MILLOR SL (B07886575);ARCADIA;;AT/2166;09/12/2002;Cala Millor;SON SERVERA;Allotjaments;;;2 claus;;38;Apartaments turístics;Alta;4383786.28063;RAFALET, 2. 07560 Cala Millor, SON SERVERA, Mallorca;3.385869090688782;39.60317619975886
17;532986.980109;TOT BAUXA SL (B57040206);APARTAMENTOS PROPE MARE;;AT/2167;05/02/2003;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;2 claus;;40;Apartaments turístics;Alta;4383303.24371;Carrer CARAVEL·LES, 3, URB. SON MORO, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.384207307642993;39.5988293576809
46;478284.343567;APARTAMENTOS JADE S.A (A07302243);JADE;;AT/2169;26/05/2003;Platja De Palma;PALMA;Allotjaments;;;3 claus;;92;Apartaments turístics;Alta;4374168.42163;Carrer AGUSTÍ CATANY, 8. 07600 Platja De Palma, PALMA, Mallorca;2.747369768551802;39.51688085627987
66;452596.81177;MITTENWALD SA (A07016025);PAGUERA PARK;;AT/2171;05/04/2004;Peguera;CALVIÀ;Allotjaments;;;3 claus;;188;Apartaments turístics;Alta;4376598.96573;Carrer ATALAYA - TAMARINDO, 10. 07160 Peguera, CALVIÀ, Mallorca;2.448368728392882;39.53774691791763
126;520411.09080000035;CALA AZUL PARK, SA (A07207186);INTUROTEL AZUL GARDEN;;AT/2172;08/06/2004;Cala D´Or;SANTANYÍ;Allotjaments;;;3 claus;;252;Apartaments turístics;Alta;4358822.5756;Carrer S´ESPALMADOR, 43. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2369844555878813;39.37863779293626
24;506635.930761;ALOJAMIENTOS TURÍSTICOS VILLA CONCHA SL (B57854069);EL MONTELYN;;AT/2173;22/07/2004;Port De Pollença;POLLENÇA;Allotjaments;;;4 claus;;48;Apartaments turístics;Alta;4416720.71238;BOIA, S/N, S/N. 07470 POLLENÇA, Mallorca;3.0776282749891584;39.90053641678721
42;502532.270311;CLUB DEL SOL POLLENSA SA (A07017676);CLUB DEL SOL;;AT/2174;11/05/2005;Port De Pollença;POLLENÇA;Allotjaments;;;3 claus;;126;Apartaments turístics;Alta;4415189.50036;PORT DE POLLENÇA - ALCÚDIA KM 62,3, S/N. 07470 POLLENÇA, Mallorca;3.029617012029544;39.886762444104896
33;473528.34;MARIMAT SA (A07141930);MARINA PLAYA;0;AT/2175;17/11/2005;Port (El);SÓLLER;Allotjaments;;;3 claus Superior;;82;Apartaments turístics;Alta;4404558.5;Passeig LA PLAYA, 5. 07108 Port (El), SÓLLER, Mallorca;2.6908238029921616;39.79056848990684
17;520317.581971;JOMAR 2018 CB (E16573966);FERRERA PINS;0;AT/2176;08/09/2006;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;49;Apartaments turístics;Alta;4359070.75281;Carrer SA PARTIÓ, S/N. 07669 Cala Ferrera, FELANITX, Mallorca;3.2359063003698516;39.3808762472619
224;485241.526209;MVCI MANAGEMENT,SL (B29768413);MARRIOTT CLUB SON ANTEM;;AT/2178;15/06/2007;Llucmajor;LLUCMAJOR;Allotjaments;;;4 claus;;936;Apartaments turístics;Alta;4370692.86323;DE LLUCMAJOR, MA20, KM. 3,400, S/N. 07600 LLUCMAJOR, Mallorca;2.828383134254582;39.485711907780434
41;478696.148266;GLOBALES BED CONTRACTOR, SL (B07998792);MIX APARTAMENTOS TURISTICOS BR;;AT/2179;24/10/2008;Platja De Palma;PALMA;Allotjaments;;;3 claus;;82;Apartaments turístics;Alta;4373046.64337;TRASIMENO, 44. 07610 PALMA, Mallorca;2.7521963883292346;39.50678340911752
32;450364.1433285;HOTELERA CAMP DE MAR VILLARREAL SL (B07153570);VILLA REAL;0;AT/2180;25/03/2010;Camp De Mar;ANDRATX;Allotjaments;;;2 claus;;98;Apartaments turístics;Alta;4377010.51065;Via FRANCISCA CAPLLONCH PLOMER, 6. 07160 Camp De Mar, ANDRATX, Mallorca;2.422357622404522;39.541328762934185
10;476216.646872;Mas Horrach Serveis Mallorquins SLU (B57180788);DELFIN;;AT/2182;15/10/2013;Can Pastilla;PALMA;Allotjaments;;;4 claus;;46;Apartaments turístics;Alta;4376015.29568;Avinguda BARTOMEU RIUTORT, 59. 07610 Can Pastilla, PALMA, Mallorca;2.7232493145964165;39.53346723846973
12;;Royal Hospitality Management, S.L. (B09932930);Wyndham PortoColom II;;AT/2183;29/09/2017;Portocolom;FELANITX;Allotjaments;;;3 claus;;48;Apartaments turístics;Alta;;Carrer GAVINA, S/N. 07670 Portocolom, FELANITX, Mallorca;;
9;473528.34;DORTI SL (B07172596);COSTA BRAVA;;AT/2184;01/07/2015;Port (El);SÓLLER;Allotjaments;;;4 claus;;39;Apartaments turístics;Alta;4404558.5;DE LA PLATJA, 8. Port (El), SÓLLER, Mallorca;2.6908238029921616;39.79056848990684
6;533197.07138;MARIA ANTONIA GELABERT VIÑAS;ALBORADA;;AT/2185;12/09/2014;Cala Millor;SON SERVERA;Allotjaments;;;4 claus;;18;Apartaments turístics;Alta;4383833.129175;Passeig MARÍTIMO, 10. 07560 Cala Millor, SON SERVERA, Mallorca;3.3866807895957103;39.6035956245033
16;;CRIMON SA (A07069958);CALA MURADA TENNIS;;AT/2186;29/09/2017;Cala Murada;MANACOR;Allotjaments;;;3 claus;;32;Apartaments turístics;Alta;;Via EUROPA, 23. 07688 Cala Murada, MANACOR, Mallorca;;
25;;Hotels & Resorts Blue Sea Management, SL (B57817215);APARTAMENTOS BLUE SEA DON JAIME;;AT/2187;29/09/2017;Cala Millor;SON SERVERA;Allotjaments;;;2 claus;;68;Apartaments turístics;Alta;;Carrer SA JORDANA, 17. 07560 Cala Millor, SON SERVERA, Mallorca;;
4;;LUIS RADO FIOL;BEACH4U;;AT/2189;29/09/2017;Can Pastilla;PALMA;Allotjaments;;;4 claus;;20;Apartaments turístics;Alta;;Carrer PINS, 38 pis BJ. 07610 Can Pastilla, PALMA, Mallorca;;
9;476809.21640000027;BE YU INVESTMENTS SL (B57865693);THE HYPE;848;AT/2190;20/07/2018;Platja De Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 claus;;28;Apartaments turístics;Alta;4375598.210899999;Carrer GRUA, 2. 07610 Platja De Palma, PALMA, Mallorca;2.7301591187323972;39.529725336057496
17;478790.717185;PROYECTOS INBEAN, SL (B57499378);ARCADIO;0;AT/2191;25/05/1970;Platja De Palma;PALMA;Allotjaments;;;2 claus;;57;Apartaments turístics;Alta;4373111.29397;Carrer CUARTEL, 35. 07600 Platja De Palma, PALMA, Mallorca;2.7532943320827505;39.5073682818219
13;467768.864826;TERRENO STUDIOS MALLORCA S.L (B44934438);TERRENO STUDIOS;0;AT/2192;24/09/1963;Palma;PALMA;Allotjaments;;;4 claus;;53;Apartaments turístics;Alta;4379176.31632;Carrer BRIGADIER JOAQUIN RUIZ DE PORRAS, 3. 07015 PALMA, Mallorca;2.624796578618807;39.561673433222595
15;498889.7949000001;BENDUITA SL (B07870082);POSIDONIA;1601;AT/2193;21/03/2019;Colònia De Sant Jordi;SES SALINES;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 claus;;58;Apartaments turístics;Alta;4352586.0375;Carrer CARAVEL·LA, 12. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9871201523847946;39.322682117930036
16;;BEDS & ROOMS PINOMAR S.L. (B57851941);CALA MORLANDA ESTUDIOS;0;AT/2194;15/06/1981;L´Illot-Cala Morlanda;MANACOR;Allotjaments;;;3 claus;;48;Apartaments turístics;Alta;;PAGELL, 26. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;;
9;470208.9315999998;HIDDEN AWAY HOTELS, SL (B57676108);Samaritana Pied-à-Terre;144;AT/2195;14/01/2020;Palma;PALMA;Allotjaments;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;;4 claus Superior;;18;Apartaments turístics;Alta;4380114.993899999;Carrer PES DE LA FARINA, 2. 07001 PALMA, Mallorca;2.6531588125059695;39.57021944117423
245;453470.84;HAPIMAG ESPAÑA SLU (B07038284);HAPIMAG;;AT/2196;11/03/2010;Peguera;CALVIÀ;Allotjaments;;;3 claus Superior;;566;Apartaments turístics;Alta;4376078.0;Carrer URBANITZACIO LA ROMANA, SN. 07160 Peguera, CALVIÀ, Mallorca;2.4585758382583474;39.533100774913535
9;;OLIVER MATEU PROMOCIONES Y PROYECTOS, SL (B07876865);The Boc Suites;808;AT/2197;19/02/2020;Palma;PALMA;Allotjaments;;;4 claus;;36;Apartaments turístics;Alta;;Carrer Reina Maria Cristina, 51. 07004 PALMA, Mallorca;;
15;478607.5647;Qualitur Consulting, S.L. (B63907869);Feelathome Tortuga de Mar;949;AT/2199;23/06/2022;Arenal (L´);PALMA;Allotjaments;Excepció al ràtio forçosa per reapertura de baixa definitiva.;;4 claus;No;42;Apartaments turístics;Alta;4373181.9242;Carrer GERMA BIANOR, 1 lletra A. 07600 Arenal (L´), PALMA, Mallorca;2.7511616573120823;39.50800015425558
2;499689.872815;SANTA CLARA LIBRE SL (B57040081);Colonia Beach Front House Es Turó;0;AT/2200;23/04/1966;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;1 clau;;18;Apartaments turístics;Alta;4351828.50088;Carrer INGENIERO ROCA, 38. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9964024640659774;39.315856716811425
14;460075.245537;BODDAMLESS, S.L. (B57801771);KOMPAS;;AT/2201;01/01/1967;Palmanova;CALVIÀ;Allotjaments;;;2 claus;;28;Apartaments turístics;Alta;4374531.72277;Passeig DEL MAR, 54. 07181 Palmanova, CALVIÀ, Mallorca;2.5355165077850152;39.51950097799573
73;478351.881013;Aubamar Hotels Property, S.L.U. (B57358202);Apartamentos Pabisa Orlando;;AT/2202;04/12/2015;Les Meravelles;PALMA;Allotjaments;;;3 claus;;146;Apartaments turístics;Alta;4374081.09768;Carrer CANYES, 15. 07610 Les Meravelles, PALMA, Mallorca;2.7481583031155288;39.51609573127463
11;;Polar Patrimonio, S.L. (B57942492);POLAR;0;AT/2204;01/01/1964;Palma;PALMA;Allotjaments;;;2 claus;;25;Apartaments turístics;Alta;;Carrer CAN MORRO, 9. 07015 PALMA, Mallorca;;
12;473876.435553;URBAN MARE HOSPITALITY, SL (B56187040);Repic Apartments;0;AT/2205;01/01/1967;Port (El);SÓLLER;Allotjaments;;;3 claus;;28;Apartaments turístics;Alta;4405227.19137;Plaça DE SA TORRE, 6. 07108 Port (El), SÓLLER, Mallorca;2.694862715625658;39.796604156900884
10;478966.28361;Ditom Real Estate, S.L.U. (B57792004);Mallorca Suites;0;AT/2206;18/07/1967;Platja De Palma;PALMA;Allotjaments;;;3 claus Superior;;20;Apartaments turístics;Alta;4372941.99054;DIDO, 12. 07600 Platja De Palma, PALMA, Mallorca;2.7553418469845785;39.50584709061342
24;510263.149299;Pins i Platja, SL (B07056203);Bonavida Palms;;AT/442;02/12/1972;Port D´Alcúdia;ALCÚDIA;Allotjaments;;;2 claus;;72;Apartaments turístics;Alta;4409339.00492;Carrer MINERVA, 31. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;3.119944160798631;39.83399114060221
8;499614.869526;APARTAMENTS MIRANT CABRERA, SL (B57743049);PIZA;;AT/569;16/06/1972;Colònia De Sant Jordi;SES SALINES;Allotjaments;;;1 clau;;32;Apartaments turístics;Alta;4351596.07204;NA GUARDIA, 10. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;2.9955325444599548;39.313762300831996
27;520160.987752;COMUNIDAD PROPIETARIOS APARTAMENTOS PLAYA D´OR (H07580954);PLAYA DOR;;AT/588;14/10/1972;Cala D´Or;SANTANYÍ;Allotjaments;;;2 claus;;162;Apartaments turístics;Alta;4358236.91456;S´ESTEL,S/N, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;3.2340630158931862;39.37336645537579
12;532601.565704;APARTAMENTOS MALLORCA SL (B07039670);MALLORCA;;AT/594;21/11/1972;Cala Millor;SON SERVERA;Allotjaments;;;3 claus;;32;Apartaments turístics;Alta;4383631.65308;DEL PI, URBANITZACIÓ CALIFORNIA, 4. 07560 Cala Millor, SON SERVERA, Mallorca;3.379734545696035;39.60180315727567
8;452680.1593;GREMGIL CB (E07522808);PETIT BLAU;0;AT/626;13/05/1974;Peguera;CALVIÀ;Allotjaments;;;1 clau;;24;Apartaments turístics;Alta;4376689.32636;Carrer DRAGONERA, 6. 07160 Peguera, CALVIÀ, Mallorca;2.4493321687336542;39.53856567540542
91;459744.028198;SOL Y VERA SA (A07020951);SOL Y VERA;;AT/634;30/04/1974;Magaluf;CALVIÀ;Allotjaments;;;2 claus;;265;Apartaments turístics;Alta;4373085.48368;S´OLIVERA, 5. 07181 Magaluf, CALVIÀ, Mallorca;2.531750742654123;39.5064545289283
90;536823.781219;INVERSIONES PLOMER SL (B07985823);ZAFIRO CALA MESQUIDA PARK;;AT/639;29/10/1974;Cala Mesquida;CAPDEPERA;Allotjaments;;;3 claus;;270;Apartaments turístics;Alta;4399456.13102;URBANITZACIO CALA MESQUIDA, S/N. 07580 Cala Mesquida, CAPDEPERA, Mallorca;3.4297952678991166;39.7442115026228
37;452517.857721;Javier Pardo Verger;ALDEA CALA FORNELLS I;;AT/644;29/10/1974;Cala Fornells;CALVIÀ;Allotjaments;;;3 claus;;108;Apartaments turístics;Alta;4376432.65752;Carretera CALA FORNELLS-PAGUERA, 35. 07160 Cala Fornells, CALVIÀ, Mallorca;2.4474618602045077;39.53624409988518
18;518474.227409;PROJECTES EUROTURISME SL (B07815543);NIU DAUS;;AT/688;01/07/1975;Portopetro;SANTANYÍ;Allotjaments;;;3 claus;;48;Apartaments turístics;Alta;4357133.05312;S´ESTEL D´ARGENT,18-CALA EGOS, S/N. 07691 Portopetro, SANTANYÍ, Mallorca;3.2144499436142246;39.36345760692208
20;536639.913567;JUAN SUREDA GIRART;SUREDA;;AT/710;14/08/1975;Canyamel;CAPDEPERA;Allotjaments;;;1 clau;;80;Apartaments turístics;Alta;4394218.80233;VIA DEL FORNER, 59. 07589 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
54;459974.124334;APARTAMENTOS MAGALLUF PLAYA SLU (B07046444);MAGALLUF PLAYA I;;AT/809;02/02/1977;Magaluf;CALVIÀ;Allotjaments;;;2 claus;;216;Apartaments turístics;Alta;4373442.99613;Carrer GALIO, 3. 07182 Magaluf, CALVIÀ, Mallorca;2.534405592575529;39.509686561129385
15;520513.545588;GESTIÓN Y MANTENIMIENTO SA (A07133549);FERRERA PARK;0;AT/858;08/01/1977;Cala Ferrera;FELANITX;Allotjaments;;;2 claus;;78;Apartaments turístics;Alta;4.358790956E9;Avinguda FELANITX, S/N. 07669 Cala Ferrera, FELANITX, Mallorca;3.184586332499511;-2.9110153834558563
163;;ALGEBELI, SA (A07069669);VALENTIN PLAYA DE MURO;;CA/5;16/08/1984;Muro;MURO;Allotjaments;;;Luxe;;500;Camping;Alta;;ARTA - PORT ALCUDIA,KM.23,3, S/N. 07440 MURO, Mallorca;;
14;506678.780181;TENIS INVEST S.L. (B57208092);GALEON;;HA/1098;31/10/1969;Port De Pollença;POLLENÇA;Allotjaments;;;4 estrelles;;68;Hotel apartament;Alta;4415964.57878;Passeig LONDRES, 84-86. 07470 Port De Pollença, POLLENÇA, Mallorca;3.078121798783012;39.89372335052682
49;516322.13;PLAYA MONDRAGO SL (B07314677);PLAYA MONDRAGO;;HA/1100;04/06/1964;Cala Mondragó;SANTANYÍ;Allotjaments;;;3 estrelles;;93;Hotel apartament;Alta;4355944.88;CALA MONDRAGO, S/N. 07691 Cala Mondragó, SANTANYÍ, Mallorca;3.1894394842752374;39.35279462591735
421;538841.537494;HOTELES MOLL SL (B07599996);BEACH CLUB FONT DE SA CALA;;HA/1191;01/01/1966;Font De La Cala;CAPDEPERA;Allotjaments;;;4 estrelles Superior;;840;Hotel apartament;Alta;4391954.17313;CANYAMEL, 48. 07589 Font De La Cala, CAPDEPERA, Mallorca;3.4529029864860816;39.67652949120558
275;478452.665927;BARCELO EXPLOTACIONES HOTELERAS MEDITERRÁNEO, SL. (B35820679);OCCIDENTAL PLAYA DE PALMA;0;HA/1237;13/04/1965;Platja De Palma;PALMA;Allotjaments;;;4 estrelles;;694;Hotel apartament;Alta;4374231.40474;Carrer FRA JOAN LLABRES, 16. 07600 Platja De Palma, PALMA, Mallorca;2.749325898116308;39.51745260230702
6;536639.913567;CANYAMAR,CB (E57952905);CANYAMAR BEACH HOTEL;;HA/1383;31/07/1965;Canyamel;CAPDEPERA;Allotjaments;;;1 estrella;;20;Hotel apartament;Alta;4394218.80233;COSTA I LLOBERA, 106. 07589 Canyamel, CAPDEPERA, Mallorca;3.4273579135649506;39.69703116581444
126;532857.075238;OLSAEN, SA (A07015902);MORITO;;HA/1392;26/08/1965;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;243;Hotel apartament;Alta;4383091.0529;Carrer BONANÇA, 20. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3826837846609896;39.596922463279334
31;463315.117455;BLISS HOSPITALITY PORTALS SL (B57773400);PORTALS HILLS HOTEL & RESIDENCE;;HA/1421;01/01/1966;Portals Nous;CALVIÀ;Allotjaments;;;5 estrelles;;104;Hotel apartament;Alta;4376538.1382;DE SEGUI, 4. 07181 Portals Nous, CALVIÀ, Mallorca;2.5730973691341386;39.53772384081356
194;;Gestora Blue Sea, S.A. (A16608960);ANBA ROMANI;;HA/1447;01/01/1966;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;4 estrelles;;386;Hotel apartament;Alta;;Carrer CRISTÒFOL COLOM, 9. Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;
8;453444.607242;MIMAGO SL (B07622368);MORLANS;;HA/1592;29/03/1967;Peguera;CALVIÀ;Allotjaments;;;3 estrelles;;16;Hotel apartament;Alta;4376538.73792;ORIENTE 8, S/N. 07160 Peguera, CALVIÀ, Mallorca;2.4582383319307994;39.53725065810598
35;512620.279845;DEIRDRE HOTELS SL (B07786676);AFRICA MAR;;HA/1631;08/06/1967;Can Picafort;SANTA MARGALIDA;Allotjaments;;;3 estrelles;;117;Hotel apartament;Alta;4401911.13191;Passeig JOSEP TRIAS, 28. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1473486728723374;39.76703363131971
36;478116.682475;Clot Hotels SL (B16629958);CONDOR;;HA/1634;01/01/1967;Platja De Palma;PALMA;Allotjaments;;;3 estrelles;;67;Hotel apartament;Alta;4374747.6191;Carrer MAR ARABIG, 1. 07600 Platja De Palma, PALMA, Mallorca;2.7454002394361012;39.52209543819629
57;478123.106098;ARRENDAMIENTOS TURISTICOS AMESES S.L. (B07607724);BEN-HUR;;HA/1718;01/01/1968;Platja De Palma;PALMA;Allotjaments;;;2 estrelles;;128;Hotel apartament;Alta;4374711.78814;MAR MENOR,24.LAS MARAVILLAS, S/N. 07600 Platja De Palma, PALMA, Mallorca;2.7454761523620244;39.52177274847892
131;532742.672653;EXPLOTACIONS MESPO, SL (B57703142);LA SANTA MARIA;;HA/1776;01/01/1968;Cala Millor;SANT LLORENÇ DES CARDASSAR;Allotjaments;;;3 estrelles;;238;Hotel apartament;Alta;4382938.28212;CRISTÒFOL COLOM, 104. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;3.3813438263806037;39.59555034380812
70;533336.132808;MARINS PLAYA SA (A07158223);MARINS PLAYA SUITE;;HA/1803;01/05/1968;Cala Millor;SON SERVERA;Allotjaments;;;4 estrelles;;155;Hotel apartament;Alta;4.384241287E9;Carrer CA NA LLAMBIES, 41. 07550 Cala Millor, SON SERVERA, Mallorca;-177.4332323527901;-46.34653251913406
158;513114.7043575;SIBU SA (A07036205);GRAN BAHIA;;HA/1886;01/01/1969;Can Picafort;SANTA MARGALIDA;Allotjaments;;;4 estrelles;;298;Hotel apartament;Alta;4401771.12513;ALMIRANTE CERVERA, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;3.1531185362251115;39.765764679402395
